name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;764;0;605;3039;1165;3039;1142;0
header;282;97;282;129;1881;129;1881;97
A;1082;159;1082;187;1104;187;1104;159
B;968;258;968;274;978;274;978;258
A;1118;299;1118;303;1128;303;1128;299
B;1083;834;1083;860;1104;860;1104;834
C;1083;1534;1083;1563;1107;1563;1107;1534
A;735;1664;735;1668;740;1668;740;1664
D;1088;2190;1088;2217;1110;2217;1110;2190
B;964;2547;964;2565;978;2565;978;2547
A;975;2665;975;2670;980;2670;980;2665
B;948;2821;948;2847;956;2847;956;2821
