name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;677;0;632;3043;1604;3043;1741;0
header;253;106;253;300;1883;300;1883;106
A;1440;628;1440;654;1454;654;1454;628
D;1330;814;1330;839;1359;839;1359;814
B;1082;848;1082;875;1103;875;1103;848
C;1083;1524;1083;1552;1103;1552;1103;1524
B;676;1783;676;1802;691;1802;691;1783
A;867;2157;867;2184;878;2184;878;2157
B;825;2158;825;2174;848;2174;848;2158
B;983;2166;983;2190;1003;2190;1003;2166
C;997;2218;997;2244;1022;2244;1022;2218
D;1089;2221;1089;2250;1111;2250;1111;2221
A;1266;2344;1266;2350;1271;2350;1271;2344
A;1009;2678;1009;2702;1023;2702;1023;2678
